scenario,series,financial_year_ending,value,unit
Accelerated Transition,Flow path O&M costs,2034,167769,$000 real Jul-2023
Accelerated Transition,Flow path O&M costs,2035,192088,$000 real Jul-2023
Accelerated Transition,Flow path O&M costs,2036,206891,$000 real Jul-2023
Accelerated Transition,Flow path O&M costs,2037,206891,$000 real Jul-2023
Accelerated Transition,Flow path O&M costs,2038,206891,$000 real Jul-2023
Accelerated Transition,Flow path O&M costs,2039,206891,$000 real Jul-2023
Accelerated Transition,Flow path O&M costs,2040,206891,$000 real Jul-2023
Accelerated Transition,Flow path O&M costs,2041,207619,$000 real Jul-2023
Accelerated Transition,Flow path O&M costs,2042,251129,$000 real Jul-2023
Accelerated Transition,Flow path O&M costs,2043,262718,$000 real Jul-2023
Accelerated Transition,Flow path O&M costs,2044,262718,$000 real Jul-2023
Accelerated Transition,Flow path O&M costs,2045,262718,$000 real Jul-2023
Accelerated Transition,Flow path O&M costs,2046,262718,$000 real Jul-2023
Accelerated Transition,Flow path O&M costs,2047,262718,$000 real Jul-2023
Accelerated Transition,Flow path O&M costs,2048,317170,$000 real Jul-2023
Accelerated Transition,Flow path O&M costs,2049,314981,$000 real Jul-2023
Accelerated Transition,Flow path O&M costs,2050,313749,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2027,0,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2028,0,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2029,0,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2030,0,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2031,73915,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2032,151325,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2033,220693,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2034,274313,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2035,285435,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2036,289877,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2037,309366,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2038,316131,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2039,359104,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2040,369227,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2041,381300,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2042,477411,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2043,484246,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2044,514523,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2045,581990,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2046,698442,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2047,703087,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2048,722309,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2049,900943,$000 real Jul-2023
Accelerated Transition,REZ capital costs,2050,907384,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2027,0,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2028,0,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2029,0,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2030,0,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2031,17576,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2032,35894,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2033,52269,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2034,65170,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2035,67962,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2036,69210,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2037,73938,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2038,75781,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2039,86571,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2040,89547,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2041,92973,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2042,116174,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2043,118338,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2044,126639,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2045,144667,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2046,177299,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2047,179840,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2048,186249,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2049,235612,$000 real Jul-2023
Accelerated Transition,REZ O&M costs,2050,239175,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2027,0,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2028,0,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2029,0,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2030,0,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2031,26965,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2032,28979,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2033,33216,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2034,34598,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2035,39432,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2036,44480,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2037,58525,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2038,60666,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2039,72848,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2040,88455,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2041,103873,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2042,114593,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2043,129340,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2044,152925,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2045,165373,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2046,176152,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2047,189457,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2048,198725,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2049,218730,$000 real Jul-2023
Accelerated Transition,Distribution capital costs,2050,236046,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2027,0,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2028,0,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2029,0,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2030,0,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2031,0,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2032,0,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2033,0,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2034,0,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2035,0,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2036,0,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2037,0,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2038,0,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2039,0,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2040,0,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2041,0,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2042,0,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2043,0,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2044,0,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2045,0,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2046,0,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2047,0,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2048,0,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2049,0,$000 real Jul-2023
Accelerated Transition,Distribution O&M costs,2050,0,$000 real Jul-2023
Accelerated Transition,System security costs,2027,0,$000 real Jul-2023
Accelerated Transition,System security costs,2028,48255,$000 real Jul-2023
Accelerated Transition,System security costs,2029,143425,$000 real Jul-2023
Accelerated Transition,System security costs,2030,227437,$000 real Jul-2023
Accelerated Transition,System security costs,2031,348207,$000 real Jul-2023
Accelerated Transition,System security costs,2032,380857,$000 real Jul-2023
Accelerated Transition,System security costs,2033,417124,$000 real Jul-2023
Accelerated Transition,System security costs,2034,466239,$000 real Jul-2023
Accelerated Transition,System security costs,2035,503780,$000 real Jul-2023
Accelerated Transition,System security costs,2036,541056,$000 real Jul-2023
Accelerated Transition,System security costs,2037,592222,$000 real Jul-2023
Accelerated Transition,System security costs,2038,610738,$000 real Jul-2023
Accelerated Transition,System security costs,2039,656509,$000 real Jul-2023
Accelerated Transition,System security costs,2040,731546,$000 real Jul-2023
Accelerated Transition,System security costs,2041,760557,$000 real Jul-2023
Accelerated Transition,System security costs,2042,786556,$000 real Jul-2023
Accelerated Transition,System security costs,2043,810245,$000 real Jul-2023
Accelerated Transition,System security costs,2044,867691,$000 real Jul-2023
Accelerated Transition,System security costs,2045,905189,$000 real Jul-2023
Accelerated Transition,System security costs,2046,942183,$000 real Jul-2023
Accelerated Transition,System security costs,2047,950540,$000 real Jul-2023
Accelerated Transition,System security costs,2048,929720,$000 real Jul-2023
Accelerated Transition,System security costs,2049,1006902,$000 real Jul-2023
Accelerated Transition,System security costs,2050,967510,$000 real Jul-2023
Accelerated Transition,Emissions costs,2027,7339723,$000 real Jul-2023
Accelerated Transition,Emissions costs,2028,6472565,$000 real Jul-2023
Accelerated Transition,Emissions costs,2029,4356059,$000 real Jul-2023
Accelerated Transition,Emissions costs,2030,2852666,$000 real Jul-2023
Accelerated Transition,Emissions costs,2031,1897562,$000 real Jul-2023
Accelerated Transition,Emissions costs,2032,1427518,$000 real Jul-2023
Accelerated Transition,Emissions costs,2033,1779001,$000 real Jul-2023
Accelerated Transition,Emissions costs,2034,539797,$000 real Jul-2023
Accelerated Transition,Emissions costs,2035,425142,$000 real Jul-2023
Accelerated Transition,Emissions costs,2036,605453,$000 real Jul-2023
Accelerated Transition,Emissions costs,2037,717265,$000 real Jul-2023
Accelerated Transition,Emissions costs,2038,624882,$000 real Jul-2023
Accelerated Transition,Emissions costs,2039,227351,$000 real Jul-2023
Accelerated Transition,Emissions costs,2040,498899,$000 real Jul-2023
Accelerated Transition,Emissions costs,2041,610088,$000 real Jul-2023
Accelerated Transition,Emissions costs,2042,502422,$000 real Jul-2023
Accelerated Transition,Emissions costs,2043,714556,$000 real Jul-2023
Accelerated Transition,Emissions costs,2044,114797,$000 real Jul-2023
Accelerated Transition,Emissions costs,2045,375295,$000 real Jul-2023
Accelerated Transition,Emissions costs,2046,252729,$000 real Jul-2023
Accelerated Transition,Emissions costs,2047,666959,$000 real Jul-2023
Accelerated Transition,Emissions costs,2048,210155,$000 real Jul-2023
Accelerated Transition,Emissions costs,2049,854036,$000 real Jul-2023
Accelerated Transition,Emissions costs,2050,407427,$000 real Jul-2023
Accelerated Transition,Generation excluding rooftop and storage,2027,192365,GWh
Accelerated Transition,Generation excluding rooftop and storage,2028,198982,GWh
Accelerated Transition,Generation excluding rooftop and storage,2029,208713,GWh
Accelerated Transition,Generation excluding rooftop and storage,2030,221445,GWh
Accelerated Transition,Generation excluding rooftop and storage,2031,238276,GWh
Accelerated Transition,Generation excluding rooftop and storage,2032,249152,GWh
Accelerated Transition,Generation excluding rooftop and storage,2033,265048,GWh
Accelerated Transition,Generation excluding rooftop and storage,2034,283271,GWh
Accelerated Transition,Generation excluding rooftop and storage,2035,305499,GWh
Accelerated Transition,Generation excluding rooftop and storage,2036,322060,GWh
Accelerated Transition,Generation excluding rooftop and storage,2037,339460,GWh
Accelerated Transition,Generation excluding rooftop and storage,2038,350265,GWh
Accelerated Transition,Generation excluding rooftop and storage,2039,364247,GWh
Accelerated Transition,Generation excluding rooftop and storage,2040,373748,GWh
Accelerated Transition,Generation excluding rooftop and storage,2041,387201,GWh
Accelerated Transition,Generation excluding rooftop and storage,2042,399696,GWh
Accelerated Transition,Generation excluding rooftop and storage,2043,403970,GWh
Accelerated Transition,Generation excluding rooftop and storage,2044,418849,GWh
Accelerated Transition,Generation excluding rooftop and storage,2045,431804,GWh
Accelerated Transition,Generation excluding rooftop and storage,2046,445622,GWh
Accelerated Transition,Generation excluding rooftop and storage,2047,453589,GWh
Accelerated Transition,Generation excluding rooftop and storage,2048,465421,GWh
Accelerated Transition,Generation excluding rooftop and storage,2049,481553,GWh
Accelerated Transition,Generation excluding rooftop and storage,2050,492526,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2027,32602,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2028,37833,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2029,43165,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2030,46558,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2031,53608,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2032,57967,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2033,60814,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2034,66184,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2035,69950,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2036,72522,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2037,72630,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2038,75190,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2039,81809,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2040,92371,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2041,97329,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2042,98472,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2043,91553,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2044,102973,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2045,115000,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2046,120877,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2047,128522,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2048,135337,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2049,141225,GWh
Accelerated Transition,Rooftop and other small-scale solar generation,2050,152721,GWh
Accelerated Transition,Storage and DSP net generation,2027,-740,GWh
Accelerated Transition,Storage and DSP net generation,2028,-2050,GWh
Accelerated Transition,Storage and DSP net generation,2029,-4952,GWh
Accelerated Transition,Storage and DSP net generation,2030,-7788,GWh
Accelerated Transition,Storage and DSP net generation,2031,-12293,GWh
Accelerated Transition,Storage and DSP net generation,2032,-13146,GWh
Accelerated Transition,Storage and DSP net generation,2033,-14234,GWh
Accelerated Transition,Storage and DSP net generation,2034,-15831,GWh
Accelerated Transition,Storage and DSP net generation,2035,-17721,GWh
Accelerated Transition,Storage and DSP net generation,2036,-17962,GWh
Accelerated Transition,Storage and DSP net generation,2037,-19332,GWh
Accelerated Transition,Storage and DSP net generation,2038,-18407,GWh
Accelerated Transition,Storage and DSP net generation,2039,-20138,GWh
Accelerated Transition,Storage and DSP net generation,2040,-22450,GWh
Accelerated Transition,Storage and DSP net generation,2041,-22724,GWh
Accelerated Transition,Storage and DSP net generation,2042,-22970,GWh
Accelerated Transition,Storage and DSP net generation,2043,-20232,GWh
Accelerated Transition,Storage and DSP net generation,2044,-23248,GWh
Accelerated Transition,Storage and DSP net generation,2045,-25911,GWh
Accelerated Transition,Storage and DSP net generation,2046,-26641,GWh
Accelerated Transition,Storage and DSP net generation,2047,-25441,GWh
Accelerated Transition,Storage and DSP net generation,2048,-24467,GWh
Accelerated Transition,Storage and DSP net generation,2049,-26382,GWh
Accelerated Transition,Storage and DSP net generation,2050,-26669,GWh
